ref_name,raw_name,cigar,origin,aligner,dseq,dpos,ref_omega,aln_omega,ref_score,score
ENSG00000005022.fasta,ENSG00000187609.fasta,1493M336D802M,tri-mg,mafft,0,0,0.207051218315846,0.207051218315846,702.922,702.922
ENSG00000005022.fasta,ENSG00000187609.fasta,1493M336D802M,tri-mg,clustalo,0.323045267489712,0.445816186556927,0.207051218315846,0.928969799596281,702.922,-41.6423
ENSG00000005022.fasta,ENSG00000187609.fasta,1493M336D802M,tri-mg,macse,0.00205761316872428,0.231824417009602,0.207051218315846,0.206790979558706,702.922,702.924
ENSG00000005022.fasta,ENSG00000187609.fasta,1493M336D802M,tri-mg,gor-ref,0.00205761316872428,0.231824417009602,0.207051218315846,0.206790979558706,702.922,702.924
ENSG00000003056.fasta,ENSG00000138769.fasta,61M185D37M6D9M4D1411M,clustalo,tri-mg,0,0,0.182939467390939,0.182939467390939,813.28,813.28
ENSG00000003056.fasta,ENSG00000138769.fasta,61M185D37M6D9M4D1411M,clustalo,prank,0.065173116089613,0.19755600814664,0.182939467390939,0.182792839877955,813.28,735.965
ENSG00000003056.fasta,ENSG00000138769.fasta,61M185D37M6D9M4D1411M,clustalo,mafft,0.139850644942295,0.221317040054311,0.182939467390939,0.633671198714473,813.28,556.302
ENSG00000003056.fasta,ENSG00000138769.fasta,61M185D37M6D9M4D1411M,clustalo,clustalo,0.139850644942295,0.227427019687712,0.182939467390939,1.02551494253283,813.28,463.195
ENSG00000003056.fasta,ENSG00000138769.fasta,61M185D37M6D9M4D1411M,clustalo,macse,0.0957230142566191,0.196198234894773,0.182939467390939,0.667762120571038,813.28,636.221
ENSG00000003056.fasta,ENSG00000138769.fasta,61M185D37M6D9M4D1411M,clustalo,gor-ref,0.00610997963340122,0.0108621860149355,0.182939467390939,0.182874023689826,813.28,813.279
ENSG00000001630.fasta,ENSG00000130958.fasta,66D948M,prank,tri-mg,0,0,0.120819399340271,0.120819399340271,1945.38,1945.38
ENSG00000001630.fasta,ENSG00000130958.fasta,66D948M,prank,prank,0,0,0.120819399340271,0.120819399340271,1945.38,1945.38
ENSG00000001630.fasta,ENSG00000130958.fasta,66D948M,prank,mafft,0,0,0.120819399340271,0.120819399340271,1945.38,1945.38
ENSG00000001630.fasta,ENSG00000130958.fasta,66D948M,prank,clustalo,0,0,0.120819399340271,0.120819399340271,1945.38,1945.38
ENSG00000001630.fasta,ENSG00000130958.fasta,66D948M,prank,macse,0,0,0.120819399340271,0.120819399340271,1945.38,1945.38
ENSG00000001630.fasta,ENSG00000130958.fasta,66D948M,prank,gor-ref,0,0,0.120819399340271,0.120819399340271,1945.38,1945.38
ENSG00000004799.fasta,ENSG00000128951.fasta,255D504M,clustalo,tri-mg,0,0,0.130037663876985,0.130037663876985,1242.72,1242.72
ENSG00000004799.fasta,ENSG00000128951.fasta,255D504M,clustalo,prank,0,0,0.130037663876985,0.130037663876985,1242.72,1242.72
ENSG00000004799.fasta,ENSG00000128951.fasta,255D504M,clustalo,mafft,0,0,0.130037663876985,0.130037663876985,1242.72,1242.72
ENSG00000004799.fasta,ENSG00000128951.fasta,255D504M,clustalo,clustalo,0,0,0.130037663876985,0.130037663876985,1242.72,1242.72
ENSG00000004799.fasta,ENSG00000128951.fasta,255D504M,clustalo,macse,0,0,0.130037663876985,0.130037663876985,1242.72,1242.72
ENSG00000004799.fasta,ENSG00000128951.fasta,255D504M,clustalo,gor-ref,0,0,0.130037663876985,0.130037663876985,1242.72,1242.72
ENSG00000003137.fasta,ENSG00000196605.fasta,1407M3D192M,tri-mg,tri-mg,0,0,0.2319891550385,0.2319891550385,2205.86,2205.86
ENSG00000003137.fasta,ENSG00000196605.fasta,1407M3D192M,tri-mg,prank,0,0,0.2319891550385,0.2319891550385,2205.86,2205.86
ENSG00000003137.fasta,ENSG00000196605.fasta,1407M3D192M,tri-mg,mafft,0,0,0.2319891550385,0.2319891550385,2205.86,2205.86
ENSG00000003137.fasta,ENSG00000196605.fasta,1407M3D192M,tri-mg,clustalo,0.00195121951219512,0.00227642276422764,0.2319891550385,0.232053231743466,2205.86,2200.76
ENSG00000003137.fasta,ENSG00000196605.fasta,1407M3D192M,tri-mg,macse,0,0,0.2319891550385,0.2319891550385,2205.86,2205.86
ENSG00000003137.fasta,ENSG00000196605.fasta,1407M3D192M,tri-mg,gor-ref,0,0,0.2319891550385,0.2319891550385,2205.86,2205.86
ENSG00000000005.fasta,ENSG00000168264.fasta,684D1080M,prank,tri-mg,0,0,0,0,230.46,230.46
ENSG00000000005.fasta,ENSG00000168264.fasta,684D1080M,prank,prank,0,0,0,0,230.46,230.46
ENSG00000000005.fasta,ENSG00000168264.fasta,684D1080M,prank,mafft,0,0,0,0,230.46,230.46
ENSG00000000005.fasta,ENSG00000168264.fasta,684D1080M,prank,clustalo,0,0,0,0,230.46,230.46
ENSG00000000005.fasta,ENSG00000168264.fasta,684D1080M,prank,macse,0,0,0,0,230.46,230.46
ENSG00000000005.fasta,ENSG00000168264.fasta,684D1080M,prank,gor-ref,0,0,0,0,230.46,230.46
ENSG00000005194.fasta,ENSG00000035687.fasta,183D1188M,clustalo,tri-mg,0.00176991150442478,0.109144542772861,0,0,1000.5,1000.5
ENSG00000005194.fasta,ENSG00000035687.fasta,183D1188M,clustalo,prank,0,0,0,0,1000.5,1000.5
ENSG00000005194.fasta,ENSG00000035687.fasta,183D1188M,clustalo,mafft,0,0,0,0,1000.5,1000.5
ENSG00000005194.fasta,ENSG00000035687.fasta,183D1188M,clustalo,clustalo,0,0,0,0,1000.5,1000.5
ENSG00000005194.fasta,ENSG00000035687.fasta,183D1188M,clustalo,macse,0,0,0,0,1000.5,1000.5
ENSG00000005194.fasta,ENSG00000035687.fasta,183D1188M,clustalo,gor-ref,0.00176991150442478,0.109144542772861,0,0,1000.5,1000.5
ENSG00000005238.fasta,ENSG00000166246.fasta,1224M3D336M,macse,tri-mg,0,0,0.0812807946307809,0.0812807946307809,2313.18,2313.18
ENSG00000005238.fasta,ENSG00000166246.fasta,1224M3D336M,macse,prank,0,0,0.0812807946307809,0.0812807946307809,2313.18,2313.18
ENSG00000005238.fasta,ENSG00000166246.fasta,1224M3D336M,macse,mafft,0,0,0.0812807946307809,0.0812807946307809,2313.18,2313.18
ENSG00000005238.fasta,ENSG00000166246.fasta,1224M3D336M,macse,clustalo,0,0,0.0812807946307809,0.0812807946307809,2313.18,2313.18
ENSG00000005238.fasta,ENSG00000166246.fasta,1224M3D336M,macse,macse,0,0,0.0812807946307809,0.0812807946307809,2313.18,2313.18
ENSG00000005238.fasta,ENSG00000166246.fasta,1224M3D336M,macse,gor-ref,0,0,0.0812807946307809,0.0812807946307809,2313.18,2313.18
ENSG00000005513.fasta,ENSG00000186231.fasta,6I1863M,clustalo,tri-mg,0,0,0.124816486634855,0.124816486634855,1900.51,1900.51
ENSG00000005513.fasta,ENSG00000186231.fasta,6I1863M,clustalo,prank,0,0,0.124816486634855,0.124816486634855,1900.51,1900.51
ENSG00000005513.fasta,ENSG00000186231.fasta,6I1863M,clustalo,mafft,0,0,0.124816486634855,0.124816486634855,1900.51,1900.51
ENSG00000005513.fasta,ENSG00000186231.fasta,6I1863M,clustalo,clustalo,0,0,0.124816486634855,0.124816486634855,1900.51,1900.51
ENSG00000005513.fasta,ENSG00000186231.fasta,6I1863M,clustalo,macse,0,0,0.124816486634855,0.124816486634855,1900.51,1900.51
ENSG00000005513.fasta,ENSG00000186231.fasta,6I1863M,clustalo,gor-ref,0,0,0.124816486634855,0.124816486634855,1900.51,1900.51
ENSG00000004809.fasta,ENSG00000134249.fasta,68M3I2305M,mafft,tri-mg,0,0,0.156135308388497,0.156135308388497,2299.07,2299.07
ENSG00000004809.fasta,ENSG00000134249.fasta,68M3I2305M,mafft,prank,8.64304235090752e-4,0.00144050705848459,0.156135308388497,0.139707027280468,2299.07,2293.06
ENSG00000004809.fasta,ENSG00000134249.fasta,68M3I2305M,mafft,mafft,0,0,0.156135308388497,0.156135308388497,2299.07,2299.07
ENSG00000004809.fasta,ENSG00000134249.fasta,68M3I2305M,mafft,clustalo,0,0,0.156135308388497,0.156135308388497,2299.07,2299.07
ENSG00000004809.fasta,ENSG00000134249.fasta,68M3I2305M,mafft,macse,8.64304235090752e-4,0.00144050705848459,0.156135308388497,0.139707027280468,2299.07,2293.06
ENSG00000004809.fasta,ENSG00000134249.fasta,68M3I2305M,mafft,gor-ref,0,0,0.156135308388497,0.156135308388497,2299.07,2299.07
ENSG00000002016.fasta,ENSG00000152939.fasta,4M3I1673M,tri-mg,tri-mg,0,0,0.90707998895229,0.90707998895229,1643.07,1643.07
ENSG00000002016.fasta,ENSG00000152939.fasta,4M3I1673M,tri-mg,prank,0.00119189511323004,0.00198649185538339,0.90707998895229,0.965964863312961,1643.07,1634.68
ENSG00000002016.fasta,ENSG00000152939.fasta,4M3I1673M,tri-mg,mafft,0,0,0.90707998895229,0.90707998895229,1643.07,1643.07
ENSG00000002016.fasta,ENSG00000152939.fasta,4M3I1673M,tri-mg,clustalo,0.00437028208184346,0.00437028208184346,0.90707998895229,1.14398064023046,1643.07,1609.76
ENSG00000002016.fasta,ENSG00000152939.fasta,4M3I1673M,tri-mg,macse,0.00119189511323004,0.00198649185538339,0.90707998895229,0.965964863312961,1643.07,1634.68
ENSG00000002016.fasta,ENSG00000152939.fasta,4M3I1673M,tri-mg,gor-ref,0,0,0.90707998895229,0.90707998895229,1643.07,1643.07
ENSG00000002549.fasta,ENSG00000166823.fasta,543M6D258M,prank,tri-mg,0,0,0,0,2116.33,2116.33
ENSG00000002549.fasta,ENSG00000166823.fasta,543M6D258M,prank,prank,0,0,0,0,2116.33,2116.33
ENSG00000002549.fasta,ENSG00000166823.fasta,543M6D258M,prank,mafft,0,0,0,0,2116.33,2116.33
ENSG00000002549.fasta,ENSG00000166823.fasta,543M6D258M,prank,clustalo,0,0,0,0,2116.33,2116.33
ENSG00000002549.fasta,ENSG00000166823.fasta,543M6D258M,prank,macse,0,0,0,0,2116.33,2116.33
ENSG00000002549.fasta,ENSG00000166823.fasta,543M6D258M,prank,gor-ref,0,0,0,0,2116.33,2116.33
ENSG00000004838.fasta,ENSG00000139514.fasta,1518M60D6M24D9M21D21M87D15M12D3M114D,macse,tri-mg,0.0038659793814433,0.0502577319587629,1.2708892654546,0.951759217743633,1279.15,1282.65
ENSG00000004838.fasta,ENSG00000139514.fasta,1518M60D6M24D9M21D21M87D15M12D3M114D,macse,prank,0.0038659793814433,0.0077319587628866,1.2708892654546,1.20424057077047,1279.15,1268.86
ENSG00000004838.fasta,ENSG00000139514.fasta,1518M60D6M24D9M21D21M87D15M12D3M114D,macse,mafft,0.0665807560137457,0.13573883161512,1.2708892654546,0.968787076825869,1279.15,1093.42
ENSG00000004838.fasta,ENSG00000139514.fasta,1518M60D6M24D9M21D21M87D15M12D3M114D,macse,clustalo,0.0695876288659794,0.134020618556701,1.2708892654546,1.09919323128524,1279.15,1020.93
ENSG00000004838.fasta,ENSG00000139514.fasta,1518M60D6M24D9M21D21M87D15M12D3M114D,macse,macse,0.0038659793814433,0.0077319587628866,1.2708892654546,1.20424057077047,1279.15,1268.86
ENSG00000004838.fasta,ENSG00000139514.fasta,1518M60D6M24D9M21D21M87D15M12D3M114D,macse,gor-ref,0.0038659793814433,0.0502577319587629,1.2708892654546,0.951759217743633,1279.15,1282.65
ENSG00000001084.fasta,ENSG00000185947.fasta,96D2136M,clustalo,tri-mg,0,0,0.191156148636299,0.191156148636299,2434.15,2434.15
ENSG00000001084.fasta,ENSG00000185947.fasta,96D2136M,clustalo,prank,0,0,0.191156148636299,0.191156148636299,2434.15,2434.15
ENSG00000001084.fasta,ENSG00000185947.fasta,96D2136M,clustalo,mafft,0,0,0.191156148636299,0.191156148636299,2434.15,2434.15
ENSG00000001084.fasta,ENSG00000185947.fasta,96D2136M,clustalo,clustalo,0,0,0.191156148636299,0.191156148636299,2434.15,2434.15
ENSG00000001084.fasta,ENSG00000185947.fasta,96D2136M,clustalo,macse,0,0,0.191156148636299,0.191156148636299,2434.15,2434.15
ENSG00000001084.fasta,ENSG00000185947.fasta,96D2136M,clustalo,gor-ref,0.00160771704180064,0.0267952840300107,0.191156148636299,0.191202832303871,2434.15,2434.15
ENSG00000000460.fasta,ENSG00000138399.fasta,972M111D1461M,macse,tri-mg,0,0,0.384827494926625,0.384827494926625,3202.77,3202.77
ENSG00000000460.fasta,ENSG00000138399.fasta,972M111D1461M,macse,prank,0,0,0.384827494926625,0.384827494926625,3202.77,3202.77
ENSG00000000460.fasta,ENSG00000138399.fasta,972M111D1461M,macse,mafft,0,0,0.384827494926625,0.384827494926625,3202.77,3202.77
ENSG00000000460.fasta,ENSG00000138399.fasta,972M111D1461M,macse,clustalo,0,0,0.384827494926625,0.384827494926625,3202.77,3202.77
ENSG00000000460.fasta,ENSG00000138399.fasta,972M111D1461M,macse,macse,0,0,0.384827494926625,0.384827494926625,3202.77,3202.77
ENSG00000000460.fasta,ENSG00000138399.fasta,972M111D1461M,macse,gor-ref,5.98444045481747e-4,0.0225413923798125,0.384827494926625,0.385075805886534,3202.77,3202.77
ENSG00000004975.fasta,ENSG00000171533.fasta,153M9I2289M,prank,tri-mg,6.77048070412999e-4,0.00248250959151433,0.0332114333255138,0.0360547673856929,3146.02,3150.6
ENSG00000004975.fasta,ENSG00000171533.fasta,153M9I2289M,prank,prank,0,0,0.0332114333255138,0.0332114333255138,3146.02,3146.02
ENSG00000004975.fasta,ENSG00000171533.fasta,153M9I2289M,prank,mafft,6.77048070412999e-4,0.00248250959151433,0.0332114333255138,0.0360547673856929,3146.02,3150.6
ENSG00000004975.fasta,ENSG00000171533.fasta,153M9I2289M,prank,clustalo,0.001354096140826,0.00293387497178966,0.0332114333255138,0.0721104111815207,3146.02,3136.36
ENSG00000004975.fasta,ENSG00000171533.fasta,153M9I2289M,prank,macse,0,0,0.0332114333255138,0.0332114333255138,3146.02,3146.02
ENSG00000004975.fasta,ENSG00000171533.fasta,153M9I2289M,prank,gor-ref,6.77048070412999e-4,0.00248250959151433,0.0332114333255138,0.0360547673856929,3146.02,3150.6
ENSG00000005100.fasta,ENSG00000074071.fasta,365M21I292M,clustalo,tri-mg,0,0,0.285516270214573,0.285516270214573,2937.68,2937.68
ENSG00000005100.fasta,ENSG00000074071.fasta,365M21I292M,clustalo,prank,7.02740688685875e-4,0.00538767861325837,0.285516270214573,0.323311101971967,2937.68,2930.13
ENSG00000005100.fasta,ENSG00000074071.fasta,365M21I292M,clustalo,mafft,0,0,0.285516270214573,0.285516270214573,2937.68,2937.68
ENSG00000005100.fasta,ENSG00000074071.fasta,365M21I292M,clustalo,clustalo,0,0,0.285516270214573,0.285516270214573,2937.68,2937.68
ENSG00000005100.fasta,ENSG00000074071.fasta,365M21I292M,clustalo,macse,7.02740688685875e-4,0.00538767861325837,0.285516270214573,0.323311101971967,2937.68,2930.13
ENSG00000005100.fasta,ENSG00000074071.fasta,365M21I292M,clustalo,gor-ref,0,0,0.285516270214573,0.285516270214573,2937.68,2937.68
ENSG00000001631.fasta,ENSG00000137075.fasta,11M6I1537M,mafft,tri-mg,0,0,0.0911136268125103,0.0911136268125103,2893.44,2893.44
ENSG00000001631.fasta,ENSG00000137075.fasta,11M6I1537M,mafft,prank,6.77506775067751e-4,0.001806684733514,0.0911136268125103,0.0859959600531065,2893.44,2888.86
ENSG00000001631.fasta,ENSG00000137075.fasta,11M6I1537M,mafft,mafft,0,0,0.0911136268125103,0.0911136268125103,2893.44,2893.44
ENSG00000001631.fasta,ENSG00000137075.fasta,11M6I1537M,mafft,clustalo,0.00632339656729901,0.00632339656729901,0.0911136268125103,0.246369171495348,2893.44,2820.58
ENSG00000001631.fasta,ENSG00000137075.fasta,11M6I1537M,mafft,macse,6.77506775067751e-4,0.001806684733514,0.0911136268125103,0.0859959600531065,2893.44,2888.86
ENSG00000001631.fasta,ENSG00000137075.fasta,11M6I1537M,mafft,gor-ref,0,0,0.0911136268125103,0.0911136268125103,2893.44,2893.44
ENSG00000001617.fasta,ENSG00000100604.fasta,663M3D316M6I392M,tri-mg,tri-mg,0,0,0.287457024830022,0.287457024830022,3299.32,3299.32
ENSG00000001617.fasta,ENSG00000100604.fasta,663M3D316M6I392M,tri-mg,prank,6.35727908455181e-4,0.00169527442254715,0.287457024830022,0.325543858129009,3299.32,3292.7
ENSG00000001617.fasta,ENSG00000100604.fasta,663M3D316M6I392M,tri-mg,mafft,0,0,0.287457024830022,0.287457024830022,3299.32,3299.32
ENSG00000001617.fasta,ENSG00000100604.fasta,663M3D316M6I392M,tri-mg,clustalo,0,0,0.287457024830022,0.287457024830022,3299.32,3299.32
ENSG00000001617.fasta,ENSG00000100604.fasta,663M3D316M6I392M,tri-mg,macse,6.35727908455181e-4,0.00169527442254715,0.287457024830022,0.325543858129009,3299.32,3292.7
ENSG00000001617.fasta,ENSG00000100604.fasta,663M3D316M6I392M,tri-mg,gor-ref,6.35727908455181e-4,0.00105954651409197,0.287457024830022,0.287463079649797,3299.32,3299.32
ENSG00000005189.fasta,ENSG00000088053.fasta,663M60D942M3D195M,prank,tri-mg,0,0,0.121754190307121,0.121754190307121,3044.3,3044.3
ENSG00000005189.fasta,ENSG00000088053.fasta,663M60D942M3D195M,prank,prank,0,0,0.121754190307121,0.121754190307121,3044.3,3044.3
ENSG00000005189.fasta,ENSG00000088053.fasta,663M60D942M3D195M,prank,mafft,0,0,0.121754190307121,0.121754190307121,3044.3,3044.3
ENSG00000005189.fasta,ENSG00000088053.fasta,663M60D942M3D195M,prank,clustalo,0.00196206671026815,0.0150425114453891,0.121754190307121,0.121611160971629,3044.3,3020.6
ENSG00000005189.fasta,ENSG00000088053.fasta,663M60D942M3D195M,prank,macse,0,0,0.121754190307121,0.121754190307121,3044.3,3044.3
ENSG00000005189.fasta,ENSG00000088053.fasta,663M60D942M3D195M,prank,gor-ref,0,0,0.121754190307121,0.121754190307121,3044.3,3044.3
ENSG00000003756.fasta,ENSG00000080819.fasta,548M30I817M,tri-mg,tri-mg,0,0,0.0656634250124535,0.0656634250124535,3349.67,3349.67
ENSG00000003756.fasta,ENSG00000080819.fasta,548M30I817M,tri-mg,prank,0.00121802679658952,0.00690215184734064,0.0656634250124535,0.0656634250124535,3349.67,3349.67
ENSG00000003756.fasta,ENSG00000080819.fasta,548M30I817M,tri-mg,mafft,0.00121802679658952,0.00690215184734064,0.0656634250124535,0.0656634250124535,3349.67,3349.67
ENSG00000003756.fasta,ENSG00000080819.fasta,548M30I817M,tri-mg,clustalo,6.09013398294762e-4,0.00649614291514413,0.0656634250124535,0.0656634250124535,3349.67,3349.67
ENSG00000003756.fasta,ENSG00000080819.fasta,548M30I817M,tri-mg,macse,6.09013398294762e-4,0.00649614291514413,0.0656634250124535,0.054514822774521,3349.67,3343.58
ENSG00000003756.fasta,ENSG00000080819.fasta,548M30I817M,tri-mg,gor-ref,0.00121802679658952,0.00690215184734064,0.0656634250124535,0.0656634250124535,3349.67,3349.67
ENSG00000006116.fasta,ENSG00000155087.fasta,645M9I108M,prank,tri-mg,0,0,0,0,1319.67,1319.67
ENSG00000006116.fasta,ENSG00000155087.fasta,645M9I108M,prank,prank,0,0,0,0,1319.67,1319.67
ENSG00000006116.fasta,ENSG00000155087.fasta,645M9I108M,prank,mafft,0,0,0,0,1319.67,1319.67
ENSG00000006116.fasta,ENSG00000155087.fasta,645M9I108M,prank,clustalo,0,0,0,0,1319.67,1319.67
ENSG00000006116.fasta,ENSG00000155087.fasta,645M9I108M,prank,macse,0,0,0,0,1319.67,1319.67
ENSG00000006116.fasta,ENSG00000155087.fasta,645M9I108M,prank,gor-ref,0,0,0,0,1319.67,1319.67
ENSG00000008324.fasta,ENSG00000066248.fasta,660M3D1470M,mafft,tri-mg,0,0,0,0,307.706,307.706
ENSG00000008324.fasta,ENSG00000066248.fasta,660M3D1470M,mafft,prank,0,0,0,0,307.706,307.706
ENSG00000008324.fasta,ENSG00000066248.fasta,660M3D1470M,mafft,mafft,0.00645161290322581,0.010752688172043,0,0,307.706,307.705
ENSG00000008324.fasta,ENSG00000066248.fasta,660M3D1470M,mafft,clustalo,0.00645161290322581,0.010752688172043,0,0,307.706,301.081
ENSG00000008324.fasta,ENSG00000066248.fasta,660M3D1470M,mafft,macse,0,0,0,0,307.706,307.706
ENSG00000008324.fasta,ENSG00000066248.fasta,660M3D1470M,mafft,gor-ref,0.00645161290322581,0.010752688172043,0,0,307.706,307.705
ENSG00000006638.fasta,ENSG00000095321.fasta,3I1881M,clustalo,tri-mg,0,0,0.486170565662689,0.486170565662689,1416.14,1416.14
ENSG00000006638.fasta,ENSG00000095321.fasta,3I1881M,clustalo,prank,0,0,0.486170565662689,0.486170565662689,1416.14,1416.14
ENSG00000006638.fasta,ENSG00000095321.fasta,3I1881M,clustalo,mafft,0,0,0.486170565662689,0.486170565662689,1416.14,1416.14
ENSG00000006638.fasta,ENSG00000095321.fasta,3I1881M,clustalo,clustalo,0,0,0.486170565662689,0.486170565662689,1416.14,1416.14
ENSG00000006638.fasta,ENSG00000095321.fasta,3I1881M,clustalo,macse,0,0,0.486170565662689,0.486170565662689,1416.14,1416.14
ENSG00000006638.fasta,ENSG00000095321.fasta,3I1881M,clustalo,gor-ref,0,0,0.486170565662689,0.486170565662689,1416.14,1416.14
ENSG00000006757.fasta,ENSG00000197122.fasta,349M18I1262M,clustalo,tri-mg,0.00194552529182879,0.012970168612192,0.21734909411283,0.21734909411283,1020.32,1020.32
ENSG00000006757.fasta,ENSG00000197122.fasta,349M18I1262M,clustalo,prank,0.00194552529182879,0.012970168612192,0.21734909411283,0.21734909411283,1020.32,1020.32
ENSG00000006757.fasta,ENSG00000197122.fasta,349M18I1262M,clustalo,mafft,0.00194552529182879,0.012970168612192,0.21734909411283,0.21734909411283,1020.32,1020.32
ENSG00000006757.fasta,ENSG00000197122.fasta,349M18I1262M,clustalo,clustalo,0.00194552529182879,0.012970168612192,0.21734909411283,0.21734909411283,1020.32,1020.32
ENSG00000006757.fasta,ENSG00000197122.fasta,349M18I1262M,clustalo,macse,0.00389105058365759,0.0142671854734112,0.21734909411283,0.182746503329873,1020.32,1015.22
ENSG00000006757.fasta,ENSG00000197122.fasta,349M18I1262M,clustalo,gor-ref,0.00194552529182879,0.012970168612192,0.21734909411283,0.21734909411283,1020.32,1020.32
ENSG00000006025.fasta,ENSG00000169221.fasta,165D68M12D2182M,tri-mg,tri-mg,6.14628149969269e-4,0.0342143003482893,0.0627550541216252,0.0627904092360425,3287.77,3287.77
ENSG00000006025.fasta,ENSG00000169221.fasta,165D68M12D2182M,tri-mg,prank,6.14628149969269e-4,0.00286826469985659,0.0627550541216252,0.0592987068920655,3287.77,3282.67
ENSG00000006025.fasta,ENSG00000169221.fasta,165D68M12D2182M,tri-mg,mafft,0,0,0.0627550541216252,0.0627550541216252,3287.77,3287.77
ENSG00000006025.fasta,ENSG00000169221.fasta,165D68M12D2182M,tri-mg,clustalo,6.14628149969269e-4,0.00286826469985659,0.0627550541216252,0.0592987068920655,3287.77,3282.67
ENSG00000006025.fasta,ENSG00000169221.fasta,165D68M12D2182M,tri-mg,macse,6.14628149969269e-4,0.00286826469985659,0.0627550541216252,0.0592987068920655,3287.77,3282.67
ENSG00000006025.fasta,ENSG00000169221.fasta,165D68M12D2182M,tri-mg,gor-ref,6.14628149969269e-4,0.0342143003482893,0.0627550541216252,0.0627904092360425,3287.77,3287.77
